"","simulation.duration","mean.resistance.intensity.","mean.resistance.intensity..1","exceedance.generations","exceedance.generations.deployed","peak.resistance","strategy","insecticides.in.sim","dep.freq","Heritability","Male.Insecticide.Exposure","Female.Insecticide.Exposure","Fitness.Cost","Intervention.Coverage","Dispersal","deployment.interval"
"33",500,0.0225455485174887,0.0225455485174887,0,0,0.0226046460322482,"mixture",2,5,0.164542918109812,0.43464514158098,0.513901875172835,0.191039664365543,0.127290977788679,0.876645333937481,5
"34",500,6.14686294422179,6.14686294422179,0,0,12.3240644777874,"mixture",2,5,0.0535878856421332,0.957198592256382,0.721648193956725,0.167529958431195,0.786977192817181,0.302181483300962,5
"35",500,0.445938458332736,0.445938458332736,0,0,0.453609512954796,"mixture",2,5,0.0924542019428802,0.245139117535856,0.873846761113708,0.19340800171018,0.113161368299387,0.133570894435048,5
"36",500,0.0677654325654313,0.0677654325654313,0,0,0.0679877880435906,"mixture",2,5,0.231664676691382,0.674870108026685,0.438069010888482,0.160154035369691,0.121511521163359,0.696276864181347,5
"37",500,0.0908762475301538,0.0908762475301538,0,0,0.0914518541125816,"mixture",2,5,0.147319044134114,0.124072329256497,0.427486539830151,0.19762045271844,0.571156394861713,0.741206114798971,5
"38",500,33.7201472800897,33.7201472800897,0,0,70.0148444175155,"mixture",2,5,0.202818277060729,0.915086206572596,0.636266753789201,0.0489859607237089,0.781275103497542,0.496884998950623,5
"39",500,26.99713342218,26.99713342218,0,0,56.063509473824,"mixture",2,5,0.296779030363273,0.0676933091759216,0.855855676645599,0.189378396962331,0.844563689126112,0.735215267312229,5
"40",500,11.2162831786845,11.2162831786845,0,0,22.4011292773096,"mixture",2,5,0.280109306679328,0.155940025317203,0.470306841548183,0.0427680890140021,0.524045642010383,0.155344930286445,5
"41",500,5.58348521457056,5.58348521457056,0,0,11.2241792595526,"mixture",2,5,0.0970851700454252,0.38742291039126,0.464689163143747,0.113595536031337,0.743198660034873,0.428141012913063,5
"42",500,12.0705026961129,12.0705026961129,0,0,24.7058937565587,"mixture",2,5,0.202108129218046,0.396064838660182,0.773456625456223,0.14244288096638,0.678564892975092,0.790156571944021,5
"43",500,27.7368862671312,27.7368862671312,0,0,57.3806855221293,"mixture",2,5,0.295549639801006,0.127219007588411,0.700743902323628,0.0738382078156313,0.762497289162278,0.609974986605868,5
"44",500,0.705542972557885,0.705542972557885,0,0,0.714484829752229,"mixture",2,5,0.284577763606957,0.336454272971535,0.532595888379635,0.105038715944783,0.436921002073102,0.284529011627659,5
"45",500,19.1235004303133,19.1235004303133,0,0,39.0753709514693,"mixture",2,5,0.157076249736885,0.150955194293754,0.66872732817959,0.0496707239700491,0.888534665471725,0.473115110074692,5
"46",500,0.932392169158278,0.932392169158278,0,0,1.76938171901454,"mixture",2,5,0.129581751206564,0.339546665410465,0.574179964653286,0.0491277836164068,0.290348095878996,0.490275870241038,5
"47",500,10.5782307289858,10.5782307289858,0,0,21.4250689247276,"mixture",2,5,0.176007805903058,0.63809388642204,0.455247687108,0.0761880729931081,0.642721038613767,0.439397638365105,5
"48",500,5.78139640433437,5.78139640433437,0,0,11.6267276983616,"mixture",2,5,0.063567128086905,0.385466039060429,0.793973231622647,0.0748704766769423,0.652585532873496,0.46205205286473,5
"49",500,0.107176458288978,0.107176458288978,0,0,0.107614081036714,"mixture",2,5,0.141531013636745,0.21128488737084,0.880956745346845,0.0802050095038148,0.178101468243189,0.598614343222566,5
"50",500,2.9743608401714,2.9743608401714,0,0,5.95802461874092,"mixture",2,5,0.104334582760802,0.991657766033057,0.51814843405399,0.116050640221746,0.551952873072699,0.818589785711952,5
"51",500,7.43932701246999,7.43932701246999,0,0,14.9393358681762,"mixture",2,5,0.0827447191602085,0.678813288145466,0.600765396932233,0.0230619876525919,0.544256100095287,0.28824271449741,5
"52",500,29.5116101431884,29.5116101431884,0,0,60.9173310272462,"mixture",2,5,0.279528601848381,0.116189504790865,0.616037576412968,0.0153202199410475,0.800197438345961,0.660558913615644,5
"53",500,8.112114762472,8.112114762472,0,0,16.4021279864913,"mixture",2,5,0.092774105579895,0.881307234566985,0.499126738276938,0.174434668421354,0.827522616087645,0.689453727312051,5
"54",500,0.0934047354721746,0.0934047354721746,0,0,0.0938581771831187,"mixture",2,5,0.130579866693669,0.920522530963365,0.43453847915153,0.188556149262376,0.382576917501092,0.670722181699015,5
"55",500,7.06571700540753,7.06571700540753,0,0,14.29942827776,"mixture",2,5,0.129450014889636,0.448826299540605,0.629046318448591,0.14776242307152,0.70367729814481,0.825039768182226,5
"56",500,5.54755351354162,5.54755351354162,0,0,11.1111497695016,"mixture",2,5,0.186174809092248,0.24933749365001,0.781434994718642,0.0802284633603492,0.472366407534108,0.510719814996421,5
"57",500,6.31683093857674,6.31683093857674,0,0,12.6415607057425,"mixture",2,5,0.15859209411958,0.651227955533098,0.665056437865435,0.0474973856032728,0.39362911174763,0.433246179703288,5
"58",500,0.620403160543127,0.620403160543127,0,0,1.06248226517324,"mixture",2,5,0.0571921788260224,0.884371900929091,0.758357087712362,0.111897975138634,0.473439825868197,0.376169479137436,5
"59",500,6.51424606515684,6.51424606515684,0,0,13.1230485405255,"mixture",2,5,0.0799621442709584,0.71097846220159,0.533025185081759,0.103134369810761,0.727029020110443,0.491774635210186,5
"60",500,0.116020425467732,0.116020425467732,0,0,0.116558541593184,"mixture",2,5,0.167652788298856,0.289737256959965,0.672939040792547,0.183402078113472,0.492277443339527,0.853594388642609,5
"61",500,0.151794818467005,0.151794818467005,0,0,0.15256269495878,"mixture",2,5,0.227071676469827,0.191607308160281,0.582651101178024,0.148923516795572,0.140429553771466,0.462531124376096,5
"62",500,0.0739031134314863,0.0739031134314863,0,0,0.0741652380510314,"mixture",2,5,0.118539954858623,0.796128700602101,0.669838102544402,0.0958784096683022,0.159510203415938,0.673448868394867,5
"63",500,10.6625439703009,10.6625439703009,0,0,21.5446478815197,"mixture",2,5,0.110214801657677,0.954920810595155,0.759895903523476,0.1530249832723,0.72034752286803,0.337032503693663,5
"64",500,0.069088912569706,0.069088912569706,0,0,0.069308036551347,"mixture",2,5,0.208344419510814,0.301539997648681,0.618952218552772,0.0516139635391459,0.176513810749128,0.768377005417608,5
"65",500,15.4149328593488,15.4149328593488,0,0,31.41417333426,"mixture",2,5,0.160105875076412,0.0839479893520009,0.716603643192165,0.0718067452823352,0.791604625274465,0.588387006709464,5
"66",500,0.629537128920769,0.629537128920769,0,0,0.634452361144721,"mixture",2,5,0.249799988564127,0.890560346615734,0.770974461741746,0.190850872169474,0.51596181568481,0.534543383489326,5
"67",500,12.1569998054384,12.1569998054384,0,0,24.7237640406719,"mixture",2,5,0.18971780289117,0.867802062750747,0.453361701333825,0.152413687694977,0.750192472256161,0.478405411668941,5
"68",500,35.9884289101698,35.9884289101698,0,0,75.2300118695436,"mixture",2,5,0.24020538155504,0.647381040954497,0.85628373961309,0.19153240519974,0.855280874556489,0.314705599247105,5
"69",500,0.101825903697879,0.101825903697879,0,0,0.102146571628057,"mixture",2,5,0.240759858347417,0.853371357736317,0.645325604592892,0.169176186929351,0.101693465289734,0.709465664717443,5
"70",500,0.0479346368029491,0.0479346368029491,0,0,0.0481221469742309,"mixture",2,5,0.0835657311752555,0.10043529561623,0.870718269500346,0.154802380060699,0.178004436708428,0.624532413630709,5
"71",500,0.265158054346525,0.265158054346525,0,0,0.26653685243395,"mixture",2,5,0.239115485404234,0.36684241205221,0.769006789273932,0.108220601961545,0.167158688098863,0.464660270209983,5
"72",500,14.1395367914196,14.1395367914196,0,0,28.9662091713661,"mixture",2,5,0.245735158683045,0.597512168091955,0.776953480584081,0.183192614202896,0.708057792288102,0.48893525114987,5
"73",500,2.80620430742302,2.80620430742302,0,0,3.83428024003718,"mixture",2,5,0.276476749582298,0.90173856374803,0.601346370258438,0.0558129371497277,0.293051876050532,0.140424887407422,5
"74",500,13.4705027993034,13.4705027993034,0,0,27.3985375833404,"mixture",2,5,0.14689310576577,0.392836705678143,0.656871019563521,0.157033597322162,0.823991462049857,0.419828885031976,5
"75",500,22.2679160813604,22.2679160813604,0,0,45.5433624195034,"mixture",2,5,0.262486998780991,0.306853061320074,0.435359230233799,0.0482287608097298,0.842127365747578,0.146491854431145,5
"76",500,0.0380739236581558,0.0380739236581558,0,0,0.038188308075146,"mixture",2,5,0.109881050092599,0.266728354730085,0.805656680032657,0.0873189635397596,0.220618530321084,0.856845333631001,5
"77",500,0.847471041397288,0.847471041397288,0,0,1.35774538033348,"mixture",2,5,0.116953292610205,0.359307273488678,0.714903464349918,0.0317206658170447,0.198841846228279,0.218487035259269,5
"78",500,1.50770979631495,1.50770979631495,0,0,2.91181514456227,"mixture",2,5,0.210891186247906,0.347106662039878,0.674030967265344,0.0862194086447638,0.410691411932334,0.701650666502006,5
"79",500,0.232326600116754,0.232326600116754,0,0,0.235039891858611,"mixture",2,5,0.11321042915982,0.323322998332977,0.544301715278602,0.194499954479621,0.29015338583786,0.244271734239385,5
"80",500,0.456768171507225,0.456768171507225,0,0,0.465509709449901,"mixture",2,5,0.050980106363818,0.857343219022546,0.899734530094522,0.131390619923813,0.22134329344634,0.137006932885647,5
"81",500,0.388820358173187,0.388820358173187,0,0,0.393546112381946,"mixture",2,5,0.152144423559948,0.22519599664039,0.678732178836013,0.170965724925074,0.447561356379203,0.301909882339723,5
"82",500,0.0483523271600393,0.0483523271600393,0,0,0.0485043993488444,"mixture",2,5,0.154969193657779,0.527035796561604,0.512709289108077,0.0606353036945877,0.193647708338983,0.791245753118731,5
"83",500,0.921358207360582,0.921358207360582,0,0,1.04259181972159,"mixture",2,5,0.279561522703886,0.0877732215137221,0.869435267983656,0.0255415526617705,0.150296308341175,0.22244326251477,5
"84",500,7.9065894449709,7.9065894449709,0,0,15.9648933096166,"mixture",2,5,0.0554203889990225,0.478422642426286,0.671199296917254,0.0720312892571818,0.87573405417189,0.880620564558096,5
"85",500,1.06026238167618,1.06026238167618,0,0,1.07505588103754,"mixture",2,5,0.283240062600479,0.704360134092253,0.617226547757257,0.181369906209425,0.201872502712086,0.182798173013218,5
"86",500,2.52605273288082,2.52605273288082,0,0,4.99503869738603,"mixture",2,5,0.0963569143922534,0.469459874262195,0.613237759503722,0.0655873158351812,0.426088176802285,0.44688034805432,5
"87",500,27.3159929634975,27.3159929634975,0,0,56.2036090233644,"mixture",2,5,0.115572306220024,0.980786618035333,0.856988926716032,0.082228641537948,0.844734477474131,0.160966079266593,5
"88",500,0.410959210288117,0.410959210288117,0,0,0.793676989122975,"mixture",2,5,0.114931844727928,0.558383026081044,0.464378954531602,0.0439550780417444,0.253910404590182,0.817434191522636,5
"89",500,0.29529452357302,0.29529452357302,0,0,0.296640524143411,"mixture",2,5,0.226032219720131,0.794846117914096,0.872691875228938,0.118750306674553,0.220286660079658,0.565897637241781,5
"90",500,0.652658638397633,0.652658638397633,0,0,1.19427955908393,"mixture",2,5,0.160629743092461,0.613859515088378,0.695342091419152,0.105953256582011,0.45064329798121,0.828099743302167,5
"91",500,8.44252303709867,8.44252303709867,0,0,16.9861590986779,"mixture",2,5,0.0894898975738092,0.961163193944981,0.879117511459277,0.0245374661834594,0.390157407648005,0.436799022002108,5
"92",500,0.183784802794686,0.183784802794686,0,0,0.184757056318004,"mixture",2,5,0.223862490861304,0.818245591614535,0.449925441495515,0.175023362695693,0.227785556210913,0.492491458926871,5
"93",500,5.72375462251979,5.72375462251979,0,0,11.5294449590054,"mixture",2,5,0.19130205304441,0.144355569696473,0.448267607314349,0.0593911713327621,0.522890539432988,0.668732489208542,5
"94",500,29.1880567836339,29.1880567836339,0,0,60.1980895476458,"mixture",2,5,0.257523888506461,0.820044366096705,0.432468585509155,0.0549006037086374,0.823791513763294,0.210264965627529,5
"95",500,0.174316654671526,0.174316654671526,0,0,0.175276388989827,"mixture",2,5,0.181402670674166,0.960471353140334,0.460662267451338,0.178821202947602,0.494778333641179,0.723420678325146,5
"96",500,0.159410999202297,0.159410999202297,0,0,0.16031512337101,"mixture",2,5,0.250180669189163,0.179765339737199,0.46241944161607,0.13914121576469,0.477646631925255,0.679296584764123,5
"97",500,9.06814953092635,9.06814953092635,0,0,18.2905999682407,"mixture",2,5,0.201475649935089,0.325226680359337,0.858213619786943,0.131723710995346,0.613071985207498,0.425343470682017,5
"98",500,0.273792367171506,0.273792367171506,0,0,0.275143611301335,"mixture",2,5,0.193285599014594,0.738222258834355,0.897921575767221,0.163959990618384,0.479425829717107,0.783064385847598,5
"99",500,37.0514674281243,37.0514674281243,0,0,77.4567294725866,"mixture",2,5,0.283842346451373,0.881777722445223,0.576294173463108,0.0911501526949289,0.784801088909172,0.521262125228718,5
"100",500,0.305989480668892,0.305989480668892,0,0,0.312387132339541,"mixture",2,5,0.0562936348190648,0.695001715832716,0.551419909837539,0.143153758386743,0.404254220359959,0.164105610044114,5
"101",500,12.4045354856008,12.4045354856008,0,0,25.5360886827535,"mixture",2,5,0.299497869157989,0.291220127401128,0.745284405054478,0.193577949746489,0.715629660265856,0.86453564637728,5
"102",500,1.63763162820621,1.63763162820621,0,0,1.67004757651737,"mixture",2,5,0.274557717123476,0.683900231840974,0.615363688240014,0.100284188373253,0.222424020853192,0.133297332801372,5
"103",500,7.95752729982178,7.95752729982178,0,0,15.9695212713619,"mixture",2,5,0.111486005585059,0.0872316255016252,0.684110869795806,0.0254039172340054,0.580848247884363,0.222926217815317,5
"104",500,1.26041101940363,1.26041101940363,0,0,2.36503936610958,"mixture",2,5,0.287588439180155,0.18091340333838,0.540212775351084,0.134139776496232,0.524848376698121,0.700096271538287,5
"105",500,0.105162531477452,0.105162531477452,0,0,0.105641620652529,"mixture",2,5,0.0920601200055797,0.964439423413761,0.741897914207657,0.171499053827504,0.280138816808462,0.612862442165203,5
"106",500,22.3727707606989,22.3727707606989,0,0,46.0306695873746,"mixture",2,5,0.260175195603026,0.337069399519172,0.681186256944551,0.13481335019741,0.772991149877459,0.325890053098351,5
"107",500,0.185661633370277,0.185661633370277,0,0,0.186691101746721,"mixture",2,5,0.170096651545924,0.459563951346604,0.711228525490896,0.19741498379321,0.100241120557673,0.40336904291369,5
"108",500,1.52528399061314,1.52528399061314,0,0,1.55117190833027,"mixture",2,5,0.246745623464801,0.58781370293675,0.837056631673523,0.140693156545269,0.253660182998255,0.161450295245051,5
"109",500,10.4877570331943,10.4877570331943,0,0,21.2530732525351,"mixture",2,5,0.227049273923307,0.107383931211708,0.560051367480867,0.187758270006061,0.789210863699131,0.455271648412608,5
"110",500,13.1996986558886,13.1996986558886,0,0,26.9270930563031,"mixture",2,5,0.11778918306384,0.553754307086207,0.873096790236561,0.170787252061428,0.791440529620014,0.670948977201618,5
"111",500,0.059953327313137,0.059953327313137,0,0,0.0601819997179432,"mixture",2,5,0.180713319551724,0.311175135519356,0.425082701015845,0.114438403005949,0.364696838930622,0.828695054577775,5
"112",500,0.110334965678984,0.110334965678984,0,0,0.110704259551288,"mixture",2,5,0.231351425801008,0.432869295376027,0.758419826906687,0.120492071322994,0.112953159419075,0.676155455608554,5
"113",500,0.440157877417872,0.440157877417872,0,0,0.791915350473519,"mixture",2,5,0.221427056627523,0.836306612128345,0.477708915036079,0.0294367169309077,0.176185695648342,0.706807960039042,5
"114",500,0.711029652039473,0.711029652039473,0,0,0.723098783624319,"mixture",2,5,0.179586748000712,0.473784712719033,0.542366775479307,0.0853192541578752,0.298484137346372,0.171248959387168,5
"115",500,29.8974103941115,29.8974103941115,0,0,61.8062502485746,"mixture",2,5,0.192075091525877,0.588753684523329,0.789328689222946,0.0188812792246994,0.67230711825002,0.808887981665284,5
"116",500,4.8779359910465,4.8779359910465,0,0,9.81430770355662,"mixture",2,5,0.104256363823696,0.39186329242005,0.802054540213035,0.054519200027796,0.443486157374457,0.714194800141826,5
"117",500,0.0578404167370279,0.0578404167370279,0,0,0.0581395988371135,"mixture",2,5,0.118608110717929,0.0119275886737276,0.441226595676038,0.0692698962030332,0.229756665875837,0.504694103862196,5
"118",500,0.174438484602745,0.174438484602745,0,0,0.175317079489191,"mixture",2,5,0.18326137264542,0.405903046255186,0.716013497664011,0.158124613360724,0.378825153142028,0.642868654561564,5
"119",500,9.22511819531695,9.22511819531695,0,0,18.6248959063521,"mixture",2,5,0.0810817549988278,0.749061912384117,0.670624620016944,0.033175817008785,0.609346618033387,0.421895554953143,5
"120",500,0.566368876350668,0.566368876350668,0,0,1.06919160394821,"mixture",2,5,0.214100694575615,0.00690069540920667,0.474650917336252,0.102238286173182,0.447519629910328,0.799336827172525,5
"121",500,0.0449656651946542,0.0449656651946542,0,0,0.0451129827508749,"mixture",2,5,0.0888610947820358,0.429647442501225,0.836103976537241,0.104823092374138,0.289828968357518,0.862548909690939,5
"122",500,0.204936171589895,0.204936171589895,0,0,0.206074154632285,"mixture",2,5,0.237655860771949,0.524700693722954,0.490595629709144,0.121985115592617,0.266142582394891,0.493882954168506,5
"123",500,3.76681713511181,3.76681713511181,0,0,7.56611825438683,"mixture",2,5,0.0540595941713313,0.529328642898519,0.639926409688382,0.0670126226408291,0.594803132206351,0.72597292626597,5
"124",500,0.0767655905491862,0.0767655905491862,0,0,0.0770744085789518,"mixture",2,5,0.10792552763978,0.543511278541014,0.667177505810466,0.0782174335879632,0.11440290043205,0.563793868425675,5
"125",500,12.0295340963576,12.0295340963576,0,0,23.6652841247914,"mixture",2,5,0.295913835045486,0.482200690373033,0.406837540484732,0.0112715843595429,0.377636955800541,0.10660500111483,5
"126",500,25.9114401114157,25.9114401114157,0,0,53.3799928027544,"mixture",2,5,0.296191544446535,0.596113962817471,0.442616169459815,0.0412384215940614,0.724778283909634,0.505744288462177,5
"127",500,47.7029514361516,47.7029514361516,4,2,100.2313055652,"mixture",2,5,0.256773116214632,0.454665078946622,0.836642121841642,0.0448750245986572,0.822267649380714,0.443862248744704,5
"128",500,3.20156904541055,3.20156904541055,0,0,6.38950919684547,"mixture",2,5,0.233075604444346,0.0262301113225054,0.643349740900309,0.0171091864028638,0.202164074398279,0.687020136542171,5
"129",500,6.59740254395959,6.59740254395959,0,0,13.2792818775207,"mixture",2,5,0.114308291327429,0.667831454164721,0.715493825215614,0.14706793507004,0.667947886857539,0.518888848029822,5
"130",500,0.218167366475801,0.218167366475801,0,0,0.219883217001051,"mixture",2,5,0.184419414289109,0.589318909866875,0.40527779296597,0.149214545135472,0.44615092283085,0.463116733229086,5
"131",500,23.1558678414877,23.1558678414877,0,0,47.5770194730635,"mixture",2,5,0.142623911971785,0.562315236582421,0.735681069607171,0.095548042701243,0.875204252845086,0.548358831587918,5
"132",500,13.044261117372,13.044261117372,0,0,26.6647399443438,"mixture",2,5,0.202471536596585,0.405639232650027,0.787257698782021,0.0759341618873407,0.55912743275173,0.732210481170565,5
"133",500,12.8342900783723,12.8342900783723,0,0,26.1688710296187,"mixture",2,5,0.206540159072215,0.780877274321066,0.423321529511875,0.0831572551721013,0.663203879431672,0.863261321765781,5
"134",500,12.467575979674,12.467575979674,0,0,25.4277576183778,"mixture",2,5,0.270855515920883,0.312340265795728,0.499809084611363,0.192865875543606,0.783088547996096,0.634080480111875,5
"135",500,6.66227199699543,6.66227199699543,0,0,12.0832099892981,"mixture",2,5,0.17710852975843,0.285985375291295,0.871460098747886,0.130785773645729,0.575333785172366,0.108156063413434,5
"136",500,0.431528104847974,0.431528104847974,0,0,0.434235288697274,"mixture",2,5,0.206098895934294,0.823243954475317,0.808837572778389,0.0995913425373514,0.243761922847368,0.424862476174235,5
"137",500,27.0910834600627,27.0910834600627,0,0,55.9297934678465,"mixture",2,5,0.237234462613915,0.379875112254964,0.656365640633739,0.0487738391083214,0.747834838228114,0.716366905361302,5
"138",500,0.27555628647975,0.27555628647975,0,0,0.281430578886454,"mixture",2,5,0.0815515805886244,0.0340788752768654,0.556013481918327,0.151846743503047,0.448098778038174,0.173787493334785,5
"139",500,18.0906534146926,18.0906534146926,0,0,37.0780974646274,"mixture",2,5,0.166427543936344,0.627364450048469,0.61130745078281,0.162653087446663,0.852160571502671,0.866708077697232,5
"140",500,2.76625037626723,2.76625037626723,0,0,4.35003636354397,"mixture",2,5,0.170301732514577,0.721517808560468,0.476468256558199,0.134614664068638,0.539524169680327,0.110338839024752,5
"141",500,0.38572111199034,0.38572111199034,0,0,0.388933896900165,"mixture",2,5,0.254410880013765,0.745373146443768,0.466237154734787,0.199434327583528,0.583160620244145,0.581641235228255,5
"142",500,0.0401915788963672,0.0401915788963672,0,0,0.0403095833547415,"mixture",2,5,0.128382071821962,0.416502401709231,0.654926010932983,0.0265696513335314,0.152557345955782,0.806290988766253,5
"143",500,13.757119917538,13.757119917538,0,0,27.9534780884678,"mixture",2,5,0.135250188529107,0.166785605347808,0.557649462133576,0.0446348270958639,0.882571026974581,0.724258265330456,5
"144",500,0.137378559283439,0.137378559283439,0,0,0.137834454320499,"mixture",2,5,0.26545328779968,0.523895064644516,0.835421538717393,0.167578435552506,0.112737095534019,0.681841360845677,5
"145",500,20.3149473612947,20.3149473612947,0,0,41.2865215112976,"mixture",2,5,0.147446605924622,0.836147719242098,0.725257015936775,0.0588468314182884,0.677225459541194,0.140783533074781,5
"146",500,0.491023278591967,0.491023278591967,0,0,0.892614341917061,"mixture",2,5,0.132689667005383,0.620869377817493,0.495011893304065,0.162401249889997,0.573744922284074,0.865473826374263,5
"147",500,2.12137116062837,2.12137116062837,0,0,4.22948403518809,"mixture",2,5,0.0583092518399819,0.876688184594363,0.810838558160677,0.0691270345579423,0.419558998125307,0.725728045793213,5
