"","insecticide.resistance.hertiability","male.insecticide.exposure","female.insecticide.exposure","resistance.cost","intervention.coverage","dispersal"
"41",0.798456422094213,0.828304647383373,0.737615255135344,0.16823939025323,0.289611959993206,0.80244196663361
"42",0.46392590285091,0.518681357995793,0.571288291266048,0.0836196740945024,0.737521291555651,0.594323613774106
"43",0.960808104451944,0.369600992225856,0.755012639385019,0.188750384244799,0.681732098431326,0.357639368713498
"44",0.0467734418441173,0.688881252292683,0.428347046905756,0.0828988428169005,0.867555826089941,0.762743118299395
"45",0.501263828340097,0.485401628538966,0.618190994957206,0.0674408032564381,0.214130559376664,0.210164983947538
"46",0.55996359671908,0.679830470547779,0.756869458294101,0.097482916461959,0.810005934920497,0.672810753446147
"47",0.859600924625012,0.126693321265699,0.741726560102287,0.197600914585009,0.704106932008266,0.300971109480634
"48",0.818734162218177,0.995615133483242,0.796175657332642,0.164716079349144,0.656601717530005,0.681908032383695
"49",0.313096497504345,0.905887724670023,0.697664987884974,0.0927392718003383,0.119315659581535,0.856125320255309
"50",0.045221559079823,0.982720214363793,0.782205837157066,0.0213232014729879,0.232649938894361,0.876189445565306
"51",0.967106787269634,0.959017985865288,0.587417047889577,0.194383479300338,0.354289525130242,0.238327119092159
"52",0.151713501809728,0.795688604446966,0.856214438612782,0.110815535259077,0.188827535141557,0.556527092837133
"53",0.401633858793489,0.992346507253591,0.533177886051009,0.0114696709744362,0.715072635811344,0.443537130834162
"54",0.333579615424871,0.86397116124304,0.437837926890841,0.152560792861532,0.818612553405911,0.195086534438543
"55",0.401583720447446,0.312480401948839,0.557451631813566,0.104166867068463,0.178476140316948,0.297060405014083
"56",0.0947706775427964,0.15468345907121,0.615253296303633,0.115439779336439,0.807028786915876,0.392025988021195
"57",0.536407011860597,0.647519121750584,0.424754945625365,0.021193748219802,0.265007439037524,0.481837144399881
"58",0.74159865281292,0.764451009612577,0.677017638107529,0.0755733752370588,0.816314807449915,0.144874891714416
"59",0.872916287080475,0.376400374819385,0.843333411989943,0.0516094626805359,0.865027873218134,0.311085430920683
"60",0.825634226048009,0.801877004687581,0.788279658821807,0.101553619940669,0.672494522212893,0.573267163741738
"61",0.565905255854762,0.185115616836865,0.47350279742016,0.0110790104259313,0.111476498805098,0.292960721697733
"62",0.110543932870348,0.0518613866952248,0.690868168156967,0.192290504339923,0.417654519372322,0.57196835552685
"63",0.65118019575863,0.0992679312816821,0.655625812387397,0.0628841711160187,0.502502461207733,0.813203108563237
"64",0.35462339592246,0.705203704848886,0.568997032650723,0.0520773166066902,0.247087654320113,0.241735892270878
"65",0.0381282707389303,0.466202151156124,0.613311698191985,0.116274753572173,0.628673524230458,0.355088602350913
"66",0.0974685713602763,0.798123453191202,0.776036725505698,0.142855661289218,0.194048057908788,0.866551963152364
"67",0.789294939387616,0.339689102224493,0.505825057302392,0.0714806611303403,0.153851707007624,0.542965787965693
"68",0.393942339560624,0.65693075847202,0.877588969977177,0.0281763585427022,0.609235398793146,0.759412661116123
"69",0.28976613055117,0.266111619717581,0.756946994822309,0.165391791117209,0.848952445962876,0.141741936533041
"70",0.192832728733797,0.820399915962014,0.505564817956695,0.054435870971648,0.768056773240529,0.295801180238538
"71",0.00719773952201926,0.0151716438081115,0.720689720785036,0.123834160218591,0.498981594483256,0.132080028640665
"72",0.90460031783859,0.279703119061096,0.616693286539218,0.159645104397649,0.4453644206037,0.717015982350223
"73",0.241350541047847,0.647838492797175,0.592727969023143,0.18103814498572,0.132097051380724,0.709986090666093
"74",0.745304649927833,0.7850893978721,0.77425049722353,0.193642767885347,0.751359657995738,0.384364061621018
"75",0.175810842473843,0.622354076985875,0.413076452517393,0.017051028096376,0.441635388401113,0.463586784163266
"76",0.451567819257702,0.52107809432866,0.550357006958942,0.156589445770727,0.476973047922775,0.115873922805786
"77",0.335954230295984,0.981785429778649,0.507611470712675,0.0905422984371069,0.678136020998806,0.241393916534893
"78",0.301245949896546,0.673084333885368,0.607566310718097,0.101287190969992,0.266685403211005,0.145109154703617
"79",0.584598788953618,0.00394146208600141,0.712405675340956,0.0164236686927802,0.460609038918763,0.254524606317319
"80",0.0967174614820398,0.941548963281792,0.532222861746419,0.150685305379319,0.587927585401945,0.535846082279496
"81",0.0711041021944174,0.692097747349041,0.455934563909238,0.0591642796542533,0.163290541072041,0.218840515669696
"82",0.880557400223289,0.112165945405141,0.570422055984568,0.124176435736146,0.165289300767072,0.273157778421231
"83",0.633868505240239,0.693533911319775,0.814735486595565,0.141833747382359,0.513506508939117,0.821907430227175
"84",0.968219881866651,0.434869489721768,0.675349343253788,0.0989064780186387,0.248627559970394,0.684399531522579
"85",0.324117431924483,0.0747161809184123,0.627416006175312,0.156912664662719,0.164203815191165,0.192090842616111
"86",0.709911083843353,0.187981596746109,0.78316517495166,0.151730653945472,0.769459894714952,0.839028491105512
"87",0.0771757897449135,0.920939445793349,0.885478855093033,0.195491555332264,0.536089406009875,0.223654466550462
"88",0.32021437318096,0.15959440890504,0.611144252807298,0.0543752818117864,0.27362652137164,0.436783038129061
"89",0.464327879661648,0.793627534395084,0.494445851547504,0.0495940358253927,0.660828075675108,0.162438510439321
"90",0.605472966038779,0.0868981262246612,0.678274691779213,0.0837796195436469,0.875830757555068,0.365945713712983
"91",0.557257092535922,0.888032826717617,0.770227922637854,0.11143743029703,0.260956793176532,0.139876450832151
"92",0.926056373702344,0.758300498990994,0.741624092793162,0.0890104963408788,0.483366231448092,0.332234590156116
"93",0.583462179488376,0.938555603811331,0.415609129688167,0.0412141850723489,0.690106536794677,0.768124865774103
"94",0.195724824345556,0.842537375541963,0.833266156470217,0.160364512002329,0.412046523888633,0.635414814493619
"95",0.296573216282786,0.149379683142062,0.70723190100966,0.0929976918510888,0.192756635228097,0.591420078888536
"96",0.898972292321349,0.419495182406018,0.789006747522461,0.126100749625616,0.538356168556623,0.424663930186704
"97",0.260442371587276,0.100818666226463,0.702738649855275,0.0863181592838601,0.123710845576599,0.637389100561663
"98",0.215532628854177,0.742266283755656,0.636399372130353,0.136836767371953,0.899885459636599,0.361506344990581
"99",0.0414580648015339,0.146059010188887,0.807311508913245,0.083538253479782,0.72677963201046,0.26635798144076
"100",0.934567523020018,0.793052731190389,0.534544102726248,0.198956337679099,0.273463068000302,0.879694712838717
"101",0.329611772948495,0.949322226104699,0.605384642301174,0.0855869053588346,0.536704034913368,0.489207869054303
"102",0.865003658984787,0.808303690283606,0.687427888957132,0.125182137903708,0.807055086290762,0.297870391928107
"103",0.634817611789845,0.760290295013832,0.480777957832627,0.0368368274442214,0.32228023713626,0.554957294892445
"104",0.765072815061411,0.0304754530736711,0.508196778289718,0.104137852751472,0.673928639890738,0.627462453635521
"105",0.391320532765177,0.246849823752651,0.662242146329954,0.0938946720034657,0.66097135749083,0.172576321177781
"106",0.483925126121748,0.571021236176183,0.731340164765157,0.174881908364908,0.255090292018391,0.778540642384961
"107",0.835852351802929,0.713466678883508,0.88099090253606,0.0374799916930045,0.801909965368658,0.119557353501134
"108",0.0701686272545137,0.979926409409149,0.456387755317497,0.159856966760128,0.576094713086039,0.745249750574976
"109",0.610600400744793,0.95708150556758,0.447232381154899,0.0719600615402507,0.880275541636236,0.525668916954771
"110",0.472266645617296,0.280421164476685,0.671769428935181,0.086816172618771,0.644353753467836,0.320509466609843
"111",0.678144399357649,0.0325625960363075,0.578381988771912,0.0645621408634447,0.220001335532293,0.463725898551084
"112",0.21622782186778,0.0681071147077717,0.578463681234862,0.0679010243472387,0.758673343311884,0.897749405453764
"113",0.949565861474195,0.561646465663426,0.855900818088278,0.0281602165554529,0.527185039848164,0.685121111803874
"114",0.833309035258054,0.479307921823068,0.811338373218617,0.159404871246568,0.391426233041249,0.484835345000401
"115",0.386902656861747,0.316474599867314,0.632264609305374,0.0248223405280663,0.218238950832002,0.388342793305926
"116",0.352870043039801,0.265800703507476,0.663526887395256,0.0430808487028494,0.686328856641427,0.864668486850224
"117",0.643124342589647,0.213719514101557,0.40465447914484,0.0180378873270615,0.598462384981997,0.31813332368169
"118",0.202194493725729,0.0832183818263002,0.841528459391603,0.19643886895777,0.498112475916743,0.56327175273601
"119",0.709113548424324,0.543706930394005,0.650677627435164,0.140722031374478,0.579248796767555,0.12518590552669
"120",0.948276791011678,0.396061674039578,0.518552415574505,0.137531205021095,0.870797954449207,0.184234047373906
"121",0.525321718701736,0.154556156524504,0.582285110317334,0.109902319443792,0.397688197289519,0.576236889699511
"122",0.248416118646117,0.575144009819161,0.475349228611868,0.165948886471065,0.316252681308612,0.818233541050442
"123",0.821636487887423,0.524134121682914,0.659180550341867,0.108455671586072,0.650283170057014,0.426386946748421
"124",0.0411010462044759,0.0219118129916023,0.615443879819522,0.104641642205568,0.876008355690911,0.748672067913972
"125",0.515739543399546,0.369410475223279,0.690597186915553,0.137617336138111,0.3250621173767,0.896648690188862
"126",0.955341865700241,0.564632147666905,0.53393444412523,0.0480749024391114,0.192277623761855,0.757863708136827
"127",0.159615985452464,0.628750905334065,0.686205698213843,0.143292017682042,0.725016930950619,0.289160957902297
"128",0.690383152008641,0.252306305024168,0.679858096678928,0.0827963104749,0.233157307379581,0.598448144543357
"129",0.921348583986219,0.0015342356020119,0.86428935284894,0.174535809325932,0.391983054992892,0.83530368358992
"130",0.791293429193099,0.120315184401069,0.528788681916124,0.191138655186012,0.83457377738025,0.668072844256163
"131",0.398220211302801,0.467708645248599,0.841884255341487,0.0240660605311524,0.491489731277227,0.329528290059976
"132",0.385907239048924,0.915256705714622,0.498334470589715,0.141203480863613,0.286578996030465,0.495864899237678
"133",0.663586030934315,0.889926640152372,0.896277718098066,0.073824387843132,0.705628756677099,0.297418011705168
"134",0.482606433222348,0.715747206877265,0.734617706496082,0.0969698177310051,0.131232634190694,0.325084624809884
"135",0.173994492153012,0.385706637536036,0.507946122716391,0.188038499748961,0.396433023596108,0.84666211190138
"136",0.0613529247226492,0.739497266746778,0.576501473175758,0.177898912628334,0.493981807809584,0.448917285129316
"137",0.552212112794728,0.513426958099147,0.892853468010924,0.144656218944878,0.501624472051077,0.201209474569894
"138",0.359951778915849,0.699647423388017,0.553539037121669,0.1194500985873,0.383015055250861,0.414109752419516
"139",0.769664567007331,0.219034681574535,0.536727764040278,0.0895991955138752,0.306963214512765,0.841653656751774
"140",0.21506195557234,0.361760903801629,0.52404372885765,0.141520920267957,0.866137620944828,0.565330133541375
"141",0.417748155462028,0.202437939868076,0.633929505026154,0.124545474124841,0.803451529871896,0.467327315176353
"142",0.258670239202915,0.36789242353579,0.765219691454968,0.152478196669533,0.215027210140675,0.690597307105362
"143",0.821429458143696,0.199834754451504,0.877619550023624,0.0345609301905129,0.660767423530221,0.120415155099295
"144",0.350223891178356,0.0159294465371408,0.726709642286482,0.122624825185496,0.857638873348348,0.325398437108137
"145",0.847061016810555,0.280029867652804,0.779265843049786,0.160629435764089,0.407925037100948,0.656215974938385
"146",0.845760773422889,0.16244451290071,0.560653520217189,0.0829934974030293,0.449163927726671,0.185064548560083
"147",0.547029143641923,0.165876303832699,0.876364208762534,0.185546366275873,0.255573407332897,0.183219310866408
"148",0.533198880052579,0.974411102560582,0.736435701331613,0.0472076103809723,0.202206589290574,0.391173626348339
"149",0.80431263342236,0.389738412790885,0.430554399112053,0.117924152435558,0.820411321131252,0.565661166101024
"150",0.0404175417556434,0.0559796177010052,0.764743437272799,0.168395751079384,0.861924560038671,0.894440957974754
"151",0.581709693478443,0.169652723259246,0.740887950587738,0.0975799881760227,0.13682245170448,0.190684696601294
"152",0.712831014639086,0.474864294548333,0.430005628271494,0.0173409233547957,0.586117761330195,0.251612757065184
"153",0.256380465253665,0.292350282393349,0.726094463075465,0.0357140260221018,0.518139475424737,0.363400150532126
"154",0.810635948243182,0.840758041222766,0.545274364668992,0.0467774527522055,0.462593184574544,0.401671149073206
"155",0.611699538127512,0.0741683127948549,0.814090751214908,0.14731606847673,0.41438597988043,0.179317760239057
"156",0.551850071936791,0.933680184512725,0.537115910977288,0.170976698432859,0.365211645495594,0.543915865016803
"157",0.675204670278714,0.0615549911578652,0.876014144782745,0.179369609113473,0.332443181800321,0.862305436305217
"158",0.086502471676747,0.109526778768562,0.669219620732311,0.0967568292638287,0.266535452261865,0.474707191328667
"159",0.590181582047122,0.690089737152867,0.780416337214876,0.128219278993682,0.859457226786763,0.808472597858459
"160",0.913365111117046,0.422892849072861,0.568723658649577,0.0338651165729687,0.383506867028736,0.340419995901622
"161",0.205926528477707,0.115270862823911,0.8630778873862,0.0598898016288071,0.41605774980057,0.780678873843923
"162",0.450657055572801,0.436661377778137,0.449138329268061,0.177683552514747,0.852682736217715,0.638597844596356
"163",0.236488715541229,0.525213538342156,0.775973925469909,0.0138391466953778,0.795797090547606,0.715246927611865
"164",0.95854042750298,0.105720325317606,0.673724686905136,0.0423635736053172,0.834502041225247,0.483158646272607
"165",0.905119943958491,0.280704293726664,0.726312025267747,0.193975722269034,0.72518495348528,0.74884896402128
"166",0.79333680047398,0.760632321220683,0.884827173127397,0.170836545857973,0.548314205905944,0.312240562912934
"167",0.744969485185739,0.73619345754399,0.579241824962711,0.030480870136397,0.580920998750739,0.606248776834458
"168",0.161424436201077,0.502449128077598,0.633556532178796,0.070688705707131,0.735881040212959,0.874827465341948
"169",0.787058112085059,0.656744414314535,0.643513282044767,0.0718813662665305,0.11769311655499,0.159388784774505
"170",0.75754631832928,0.355592476024013,0.767154318076768,0.157265108749216,0.543863830310628,0.260796340969615
"171",0.262836962878037,0.731913039826089,0.459858877439308,0.115825114307257,0.651579279650413,0.800769826677218
"172",0.111227438293978,0.402318613360403,0.440105549285118,0.19938142062858,0.325886525732055,0.202536525127143
"173",0.881894777179931,0.178844898244319,0.706499715773552,0.103522420774597,0.106114424762875,0.142125670307949
"174",0.35647781992827,0.589606290851999,0.693249767393922,0.15756672895296,0.323645401148051,0.536335299984217
"175",0.160608827916327,0.748053130013868,0.701317198952637,0.179219294411238,0.195586785436124,0.276252654389925
"176",0.762629691392431,0.841231986140599,0.753764584043087,0.0811021829181784,0.420757634920441,0.268527545019835
"177",0.717414649182931,0.708479344393313,0.759012126019155,0.178334175968298,0.462445782458745,0.648272363225184
"178",0.448291490960208,0.823370239345822,0.580553740174463,0.0549125133814462,0.44057841458708,0.104684022333249
"179",0.395968944438396,0.971625180224609,0.502029262779839,0.158279195590184,0.204447542213723,0.558525849999562
"180",0.912984717065181,0.918051081011211,0.80926091159822,0.189959690739668,0.390428476674594,0.22402156887278
"181",0.0403250587051735,0.314570833461545,0.72206350103484,0.140380039157327,0.707613711281866,0.348181354780905
"182",0.372539834847222,0.634361211365927,0.730442192175728,0.123385729979897,0.198611017142646,0.33175563841816
"183",0.020492897097561,0.929153271621978,0.649048824732518,0.127372664581058,0.581684006021917,0.152433071963526
"184",0.937712166231806,0.196530794155225,0.658136867142352,0.0154945182587891,0.369978803669438,0.428287422354631
"185",0.888508338710832,0.274303514127294,0.846615507880854,0.0364559200561834,0.879746871695481,0.567373199156523
"186",0.389763630382602,0.415116316023283,0.730659570021112,0.194904582144195,0.761972978340425,0.565824134828411
"187",0.344026532966053,0.147175147097278,0.750561193480319,0.0299184515831941,0.278207772757486,0.632305210948549
"188",0.49306924878966,0.157553541244287,0.679084065427748,0.0627220260416688,0.368163889197148,0.786950120986663
"189",0.902035435306643,0.92582174469172,0.521968046689057,0.140520987241373,0.877004587722533,0.113487670587674
"190",0.622484963352001,0.0710021441887133,0.502158905226993,0.0263866186253675,0.260718991765864,0.253151845280379
"191",0.621939195939996,0.313339780174522,0.565691873749136,0.0665087521367958,0.705920241171531,0.61703491714973
"192",0.66855240779571,0.80920087556676,0.775363967622211,0.115962600086627,0.599124597747624,0.823007350311801
"193",0.696978960776675,0.908770105118817,0.691358842280088,0.088046308037078,0.482134692698605,0.354865084291138
"194",0.612836831496745,0.475323720136285,0.876691783114499,0.0986132054329217,0.187088246206716,0.374996559027471
"195",0.736053431470341,0.886422181678936,0.420325996850082,0.104385036599774,0.216322974637412,0.71567051753182
"196",0.506982239379589,0.833327960521914,0.857614939936041,0.0105494622138813,0.505853684395999,0.36513211447902
"197",0.761650494954627,0.545438044132618,0.782883121761633,0.139257874119789,0.733864527084343,0.483651633067578
"198",0.773171088718614,0.360381898319395,0.851171053811698,0.0476984012322766,0.328314882520922,0.211114272940308
"199",0.223317642761806,0.187154151423043,0.621591926409048,0.126224705643138,0.790184168497063,0.239460601944737
"200",0.437787654920781,0.478596442697849,0.859761060032016,0.184079062568046,0.807658159662075,0.125735498598926
"201",0.797222443788185,0.545847184551787,0.856753831547895,0.0382224171855608,0.61339579759635,0.132544295718037
"202",0.270016742279893,0.318962219273858,0.760023299819464,0.0756221068745055,0.813009599265903,0.218892051571272
"203",0.318253933022881,0.698336249139486,0.423264393294207,0.189179144880961,0.716005997350067,0.293211263067722
"204",0.830747297766369,0.825166696044523,0.665658316938835,0.0880135372509677,0.200845901201516,0.552618655695356
"205",0.516405018112942,0.522258167991508,0.899702917358629,0.106132456734956,0.698665359346084,0.257466483997479
"206",0.328965043482179,0.604377023251122,0.572949700205773,0.0876489895345932,0.462292615548931,0.658186559900679
"207",0.351876338293558,0.949167445722781,0.768500212919666,0.147773258563802,0.616328388133273,0.131582909470759
"208",0.374674369498964,0.901900649345154,0.764351638530172,0.126252155210951,0.110777634303607,0.56341067511145
"209",0.908890058897114,0.819256880744314,0.781485959369154,0.162497918138409,0.532019025895223,0.446906058828086
"210",0.26965439911375,0.949665152132418,0.788593545315904,0.184220333136031,0.418394451045319,0.275807706546634
"211",0.877027572716852,0.894400245148549,0.736142626039125,0.124746767553956,0.23663356578853,0.541336535706595
"212",0.877336832713549,0.66125740245441,0.813416400266346,0.1386692140365,0.520821108725593,0.424481722639278
"213",0.153994575290593,0.0449221441508271,0.825200733584748,0.065467676063051,0.205774002612457,0.335739806648679
"214",0.790945538728757,0.94863271980905,0.528566186980973,0.115109136555166,0.404220743147992,0.326157698549256
"215",0.809934510051472,0.617548036031937,0.473428967749886,0.0276495209470843,0.796232696632147,0.847169098242521
"216",0.433037585150266,0.245908514501993,0.807409004463255,0.0345910751992301,0.826045838575028,0.467861252735183
"217",0.804771287724875,0.632830490946816,0.769854162050574,0.0409637457405501,0.642429040168039,0.131138009390309
"218",0.222392696781793,0.751115586406179,0.704969275536737,0.169677755186278,0.243693096628375,0.135489112553746
"219",0.646579184013307,0.985796132413717,0.834816450151149,0.0116128531717509,0.47537598164402,0.107258177809045
"220",0.880086836071171,0.210836200467218,0.583963210783107,0.0878577179924352,0.459939182562791,0.493892655637525
"221",0.105958334248498,0.123272296172474,0.69183636135452,0.0341409210726051,0.624772050171942,0.110491869817376
"222",0.121906061916437,0.609716960146651,0.735421177590406,0.122581068662984,0.775423382488526,0.204992867003605
"223",0.799186318255646,0.0965134261897765,0.835759670242504,0.118763524371557,0.579750516477563,0.897326678057909
"224",0.429961420553196,0.123771310356818,0.865246767929802,0.180713042173051,0.335989383871369,0.151149283663742
"225",0.269089185144225,0.249794987991685,0.893508362044697,0.19703946614245,0.316102585734092,0.589925299093202
"226",0.829749042509702,0.303663859295892,0.578554313196498,0.0412583706961274,0.500329204318784,0.262747467885166
"227",0.832102639417824,0.976589986654185,0.631654644386401,0.197814056456204,0.576662761160284,0.272786842019223
"228",0.615953754866495,0.206900886015501,0.496467157776398,0.17065130806325,0.474570274992697,0.386036559963524
"229",0.56272560282516,0.290555826961994,0.701439829264837,0.0946777552786744,0.518757544848286,0.64310552203346
"230",0.734794603099738,0.098340518328594,0.59231245539079,0.012766979557774,0.209874913934395,0.348344635431916
"231",0.697225130999753,0.184959746645018,0.705812279741978,0.184642824216004,0.541240874491446,0.283401471444853
"232",0.714792637105712,0.831264828701783,0.442458525598352,0.146183209726122,0.100261397480778,0.415179761151038
"233",0.399245243448693,0.519544924703986,0.604538404079201,0.104668338569107,0.697407668183409,0.595540632402748
"234",0.793653468669778,0.545736562318215,0.800357565430691,0.175490334919872,0.554727405652553,0.822660024818331
"235",0.115999727657447,0.560970664023934,0.603193051560386,0.133780837928471,0.662738093381897,0.476932094269842
"236",0.384790141122521,0.370147155305464,0.487644679744425,0.0816286954279211,0.579150895423815,0.214044345541261
"237",0.084584290471809,0.0853150464650709,0.677627741090418,0.176736450205719,0.792286386588141,0.111125980096199
"238",0.465047614716619,0.623329268480092,0.774949018542515,0.0188957584543712,0.649123492039517,0.565590927888341
"239",0.649559628020967,0.254069484430039,0.786427622676338,0.198569394961771,0.234989675375149,0.234776299562007
"240",0.486648592506361,0.686535781232314,0.430255806165189,0.0956536224622386,0.228859699824415,0.197528270874321
"241",0.512602186964415,0.861474999306211,0.770926872792631,0.0188006220930447,0.63638061381869,0.155908450221196
"242",0.0602229370621648,0.368099503322644,0.531963424873771,0.0878833512421218,0.280537827391103,0.770236268709488
"243",0.692399686747403,0.519820705322549,0.515416794478777,0.0226825319540938,0.152454391322918,0.253330122925565
"244",0.708125679898574,0.473861362129822,0.640171564354352,0.0935954225234548,0.345050570439994,0.719327106020488
"245",0.305987474576743,0.965429340135818,0.798401752462052,0.139691200779625,0.844318876484893,0.190306510957517
"246",0.853324901576265,0.447147756481217,0.786697214318975,0.193376065118242,0.769358119328953,0.327625583637357
"247",0.709072626773517,0.0500424438896589,0.563879719327763,0.0670106335764835,0.396723130165786,0.472763677141219
"248",0.593458011838241,0.294238476322824,0.666425585539849,0.0322166886831564,0.538612958944626,0.486188791536354
"249",0.679770199200617,0.511745981074823,0.430895843427046,0.0770792768417392,0.21970345971927,0.608897648507319
"250",0.203894463263106,0.63067147943587,0.832896366934176,0.19731281349667,0.440294219188318,0.396487028052285
"251",0.773652202149485,0.87637462632535,0.791592705956125,0.120164567369719,0.132623768923879,0.637542461867593
"252",0.379727985109164,0.432493596574757,0.581712672670837,0.179827633350594,0.226634786865339,0.255881664829105
"253",0.140521689670259,0.712727008529892,0.759766168391076,0.146960956159757,0.155357144619375,0.803766458436512
"254",0.223984212670008,0.766394679437717,0.650313396549784,0.162661327290207,0.328607490508221,0.306169268192649
"255",0.865789620181508,0.445565768166725,0.821993607054977,0.157640355018853,0.795632660999447,0.18772336014457
"256",0.50766527398127,0.190053628393542,0.834109136490291,0.176894084598919,0.10467216053389,0.597734098117836
"257",0.347276668247423,0.852614988476457,0.505675552972662,0.0288647595951138,0.870077803733759,0.376476839121059
"258",0.322827768219001,0.0657052731374744,0.803820710702939,0.0258139898674777,0.212380408340283,0.785192577545606
"259",0.194261901821746,0.620486792478757,0.869820609889156,0.184127094597569,0.669711554789245,0.362859223886058
"260",0.830230114222007,0.448079287473531,0.870234308902454,0.188144533633808,0.561512358662374,0.602164849442467
"261",0.659164586834865,0.910462735294783,0.796420155083342,0.117211311362851,0.502913521972038,0.240626925472878
"262",0.452398733420777,0.675972538657393,0.575597151115187,0.124136942660539,0.584859225921296,0.73005841243986
"263",0.711428162409867,0.16680670463643,0.837961755577615,0.0372100615796209,0.785161695216559,0.256258705680296
"264",0.261677564839733,0.0332035684664268,0.459321847644611,0.085780878700675,0.766255548125468,0.558792682840303
"265",0.597504715370927,0.139497230687272,0.503434475290286,0.143588902010463,0.8591518900818,0.110926665580086
"266",0.631092441059709,0.100614154419582,0.762206995547889,0.162122071820828,0.714642374741808,0.73715245582819
"267",0.110371240241968,0.0692388226314914,0.885826894677244,0.141021957715714,0.375073681327514,0.1769448660383
"268",0.365970235426951,0.890947767531686,0.772574135945784,0.0152290384767517,0.378224781022035,0.893539371008799
"269",0.673932379149782,0.987292776864721,0.626173832955142,0.174061648999392,0.450569417980798,0.732125750852265
